x,y,reward,collision
1.73,0.30,2.90,
2.13,0.36,3.28,
2.58,0.41,3.67,
3.08,0.52,4.02,
3.61,0.68,4.43,
4.21,0.81,4.77,
4.86,0.91,5.23,
5.55,1.05,5.59,
6.31,1.12,6.15,
7.14,1.15,6.22,
7.97,1.20,6.07,
8.78,1.22,6.11,
9.57,1.33,5.79,
10.35,1.48,5.94,
11.11,1.61,5.85,
11.87,1.77,5.90,
12.63,1.92,5.66,
13.36,2.15,5.82,
14.09,2.44,5.70,
14.81,2.72,6.00,
15.56,3.04,6.41,
16.35,3.36,6.74,
17.19,3.68,6.79,
18.05,3.99,6.93,
18.93,4.33,7.12,
19.82,4.67,7.37,
20.72,5.08,7.32,Hedge_25
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.47,
0.11,0.01,0.91,
0.25,0.04,1.31,
0.45,0.09,1.79,
0.70,0.11,2.18,
1.01,0.11,2.57,
1.36,0.17,2.70,
1.72,0.25,2.85,
2.11,0.31,3.25,
2.55,0.43,3.60,
3.01,0.62,3.91,
3.48,0.91,4.30,
3.95,1.29,4.71,
4.43,1.74,5.30,
4.95,2.24,5.72,
5.48,2.83,5.69,Street_Sign_7
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.47,
0.11,-0.00,0.93,
0.25,-0.00,1.37,
0.46,0.01,1.78,
0.72,0.03,2.21,
1.03,0.02,2.60,
1.39,0.00,2.79,
1.76,0.01,2.89,
2.17,0.04,3.31,
2.62,0.01,3.67,
3.13,-0.04,4.09,
3.70,-0.08,4.51,
4.32,-0.10,4.88,
4.99,-0.05,5.25,
5.70,0.05,5.71,
6.48,0.14,6.24,
7.29,0.28,6.18,
8.10,0.41,6.04,
8.88,0.56,5.81,
9.65,0.65,5.77,
10.41,0.69,5.68,
11.17,0.74,5.66,
11.93,0.77,5.66,
12.69,0.79,5.68,
13.45,0.79,5.77,
14.23,0.82,5.93,
15.01,0.86,5.89,
15.79,0.98,5.93,
16.55,1.21,5.92,
17.28,1.54,6.25,
18.02,1.91,6.10,
18.75,2.33,6.25,
19.50,2.76,6.52,
20.24,3.26,6.83,
20.92,3.88,6.99,
21.54,4.59,7.33,
21.86,4.81,0.20,Hedge_25
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.01,0.92,
0.25,0.02,1.35,
0.45,0.02,1.77,
0.71,0.03,2.17,
1.01,-0.00,2.53,
1.36,-0.09,2.64,
1.70,-0.20,2.86,
2.09,-0.32,3.25,
2.52,-0.47,3.69,
3.01,-0.61,4.08,
3.55,-0.78,4.50,
4.15,-0.94,4.87,
4.80,-1.09,5.32,
5.51,-1.27,5.89,
6.29,-1.40,6.07,
7.10,-1.48,6.28,
7.92,-1.59,5.99,
8.71,-1.73,6.02,
9.48,-1.93,5.74,
10.22,-2.19,5.92,
10.96,-2.41,5.76,
11.69,-2.65,5.85,
12.42,-2.91,5.72,
13.15,-3.16,5.91,
13.89,-3.39,5.67,
14.64,-3.59,5.95,
15.40,-3.81,6.05,
16.16,-4.06,6.10,
16.91,-4.38,6.05,
17.64,-4.79,6.43,
18.43,-5.16,6.62,
18.95,-5.52,-1.03,Car_59
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.48,
0.11,-0.01,0.92,
0.25,-0.04,1.32,
0.44,-0.11,1.69,
0.67,-0.23,2.12,
0.95,-0.38,2.65,
1.29,-0.53,2.81,
1.61,-0.72,2.83,
1.93,-0.98,3.24,
2.25,-1.32,3.69,
2.58,-1.73,4.13,
2.91,-2.22,4.65,
3.29,-2.73,5.01,
3.73,-3.26,5.52,
4.20,-3.85,5.89,
4.73,-4.47,6.21,
5.26,-5.12,6.10,
5.84,-5.72,6.10,
6.48,-6.23,5.95,
7.14,-6.65,5.94,
7.82,-7.05,6.04,
8.36,-7.21,3.20,Wall_Low_42
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.02,0.90,
0.25,0.06,1.30,
0.43,0.15,1.71,
0.66,0.29,2.16,
0.93,0.47,2.60,
1.23,0.70,2.83,
1.54,0.95,3.10,
1.90,1.18,3.48,
2.33,1.41,3.88,
2.79,1.69,4.29,
3.30,1.99,4.70,
3.85,2.32,5.07,
4.44,2.70,5.59,
4.91,2.85,3.06,Street_Sign_7
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.01,0.93,
0.25,0.02,1.35,
0.46,0.04,1.79,
0.71,0.05,2.19,
1.02,0.11,2.55,
1.37,0.20,2.78,
1.74,0.24,2.88,
2.14,0.23,3.24,
2.59,0.19,3.68,
3.11,0.16,4.07,
3.67,0.11,4.49,
4.28,0.09,4.86,
4.95,0.09,5.33,
5.68,0.10,5.84,
6.47,0.19,6.18,
7.26,0.39,6.13,
7.99,0.71,5.75,
8.66,1.09,5.73,
9.31,1.48,5.52,
9.93,1.91,5.57,
10.55,2.34,5.47,
11.13,2.81,5.84,
11.68,3.40,5.92,
12.09,4.07,6.26,
12.46,4.74,0.14,Hedge_27
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.02,0.90,
0.25,0.06,1.30,
0.43,0.15,1.71,
0.66,0.29,2.16,
0.94,0.45,2.69,
1.29,0.58,2.85,
1.65,0.69,2.96,
2.03,0.86,3.33,
2.45,1.07,3.77,
2.93,1.28,4.16,
3.43,1.56,4.50,
3.95,1.91,4.92,
4.52,2.27,5.47,
5.10,2.73,5.62,
5.62,3.12,3.84,Street_Sign_7
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.01,0.46,
0.10,0.04,0.87,
0.24,0.09,1.39,
0.45,0.15,1.79,
0.70,0.23,2.24,
1.01,0.28,2.66,
1.38,0.34,2.82,
1.73,0.45,2.88,
2.12,0.60,3.33,
2.56,0.71,3.70,
3.07,0.81,4.09,
3.61,0.95,4.48,
4.22,1.09,4.85,
4.86,1.26,5.33,
5.57,1.43,5.92,
6.35,1.60,6.26,
7.17,1.70,6.24,
7.99,1.74,6.17,
8.81,1.83,6.04,
9.61,1.94,5.94,
10.38,2.03,5.79,
11.14,2.14,5.71,
11.89,2.27,5.65,
12.64,2.42,5.77,
13.40,2.58,5.68,
14.16,2.75,6.15,
14.98,2.87,6.29,
15.82,2.93,6.63,
16.71,3.03,6.88,
17.64,3.06,6.96,
18.59,3.01,7.22,
19.57,2.95,7.48,
20.57,2.84,7.62,
21.57,2.76,7.60,
22.57,2.64,7.58,
23.57,2.59,7.45,
24.54,2.64,7.17,
25.52,2.81,7.29,
26.45,2.96,7.15,
27.39,3.10,7.00,
28.29,3.25,6.80,
29.15,3.48,6.60,
29.98,3.77,6.54,
30.84,4.01,6.71,
31.72,4.23,6.91,
32.61,4.45,7.00,
33.47,4.80,7.01,
34.24,5.21,3.14,Hedge_29
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.01,0.91,
0.25,0.05,1.31,
0.44,0.11,1.80,
0.70,0.14,2.20,
1.01,0.13,2.56,
1.36,0.06,2.66,
1.72,-0.03,2.88,
2.12,-0.08,3.26,
2.57,-0.08,3.61,
3.07,-0.05,4.05,
3.63,-0.03,4.44,
4.24,0.01,4.85,
4.91,0.05,5.29,
5.62,0.17,5.65,
6.36,0.41,5.99,
7.11,0.76,6.17,
7.84,1.13,6.20,
8.54,1.55,6.10,
9.25,1.93,5.89,
9.94,2.28,5.86,
10.65,2.63,6.06,
11.40,2.97,6.22,
12.18,3.30,6.41,
12.99,3.66,6.76,
13.82,4.01,7.00,
14.67,4.39,7.16,
15.50,4.77,7.10,
16.36,5.17,4.00,Hedge_26
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.47,
0.11,-0.02,0.90,
0.25,-0.05,1.37,
0.45,-0.06,1.80,
0.71,-0.06,2.20,
1.02,-0.02,2.56,
1.37,0.08,2.66,
1.71,0.20,2.89,
2.11,0.30,3.31,
2.56,0.38,3.70,
3.07,0.44,4.10,
3.62,0.56,4.45,
4.20,0.76,4.75,
4.80,1.03,5.27,
5.47,1.29,5.71,
6.19,1.58,6.21,
6.95,1.92,6.10,
7.70,2.26,6.19,
8.44,2.68,6.38,
9.14,3.15,6.30,
9.85,3.55,6.16,
10.60,3.94,6.17,
11.31,4.39,6.54,
11.98,4.93,3.16,Hedge_27
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,-0.00,0.92,
0.25,-0.01,1.35,
0.45,0.02,1.74,
0.70,0.09,2.09,
0.99,0.20,2.59,
1.34,0.28,2.78,
1.71,0.32,2.88,
2.11,0.33,3.24,
2.57,0.30,3.68,
3.08,0.31,4.10,
3.64,0.32,4.48,
4.26,0.27,4.81,
4.92,0.17,5.30,
5.63,0.08,5.76,
6.42,-0.04,6.25,
7.24,-0.15,6.32,
8.06,-0.27,6.05,
8.86,-0.36,6.15,
9.66,-0.48,5.87,
10.45,-0.58,5.79,
11.23,-0.70,5.90,
12.00,-0.84,5.84,
12.77,-0.99,5.83,
13.54,-1.08,5.88,
14.33,-1.13,6.00,
15.12,-1.18,6.06,
15.92,-1.16,5.85,
16.72,-1.07,6.07,
17.54,-1.04,6.08,
18.36,-1.04,6.29,
19.19,-0.97,6.28,
20.02,-0.85,6.43,
20.88,-0.81,6.32,
21.72,-0.87,6.35,
22.55,-1.07,6.31,
23.33,-1.39,6.33,
24.08,-1.81,6.52,
24.82,-2.26,6.33,
25.53,-2.76,6.69,
26.26,-3.26,6.55,
26.97,-3.78,6.63,
27.74,-4.23,6.74,
28.56,-4.61,6.72,
29.44,-4.87,7.08,
30.35,-5.17,7.26,
31.26,-5.51,7.55,
32.23,-5.82,7.67,
33.17,-6.21,7.73,
34.06,-6.65,7.75,
35.00,-7.12,7.66,
35.66,-7.32,4.13,Wall_Low_44
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.00,0.92,
0.25,-0.01,1.35,
0.45,-0.05,1.74,
0.69,-0.13,2.08,
0.97,-0.27,2.50,
1.29,-0.45,2.84,
1.65,-0.57,2.96,
2.05,-0.65,3.31,
2.52,-0.68,3.63,
3.03,-0.63,3.99,
3.58,-0.52,4.51,
4.20,-0.44,4.87,
4.87,-0.38,5.32,
5.58,-0.25,5.71,
6.35,-0.06,6.10,
7.17,0.07,6.15,
7.98,0.11,6.17,
8.80,0.08,6.10,
9.61,0.09,6.01,
10.41,0.14,5.85,
11.18,0.19,5.65,
11.92,0.31,5.63,
12.64,0.54,5.65,
13.31,0.89,5.51,
13.93,1.33,5.66,
14.48,1.86,5.75,
14.98,2.47,6.04,
15.55,3.07,6.36,
16.22,3.64,6.54,
16.93,4.15,6.66,
17.76,4.51,6.87,
18.65,4.73,6.93,
19.59,4.87,7.10,
20.53,5.02,7.11,
21.45,5.24,7.04,
22.30,5.43,5.20,Hedge_25
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.01,0.47,
0.11,0.03,0.89,
0.24,0.09,1.30,
0.42,0.19,1.75,
0.66,0.34,2.20,
0.94,0.51,2.73,
1.28,0.69,2.88,
1.59,0.90,2.91,
1.91,1.18,3.42,
2.30,1.46,3.80,
2.75,1.73,4.19,
3.24,2.05,4.58,
3.77,2.37,4.95,
4.34,2.75,5.53,
4.50,2.73,-0.30,Street_Sign_7
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.47,
0.11,-0.01,0.92,
0.25,-0.04,1.32,
0.45,-0.08,1.78,
0.70,-0.09,2.18,
1.01,-0.05,2.53,
1.37,0.00,2.77,
1.73,0.04,2.87,
2.13,0.10,3.28,
2.59,0.14,3.66,
3.09,0.21,4.07,
3.65,0.23,4.41,
4.26,0.22,4.81,
4.92,0.27,5.18,
5.61,0.38,5.56,
6.38,0.45,6.24,
7.19,0.55,6.01,
7.98,0.72,5.96,
8.74,0.95,5.92,
9.49,1.16,5.84,
10.22,1.39,5.59,
10.95,1.59,5.57,
11.66,1.82,5.56,
12.38,2.02,5.75,
13.12,2.15,5.48,
13.88,2.22,5.84,
14.66,2.30,5.97,
15.45,2.35,5.99,
16.25,2.44,6.09,
17.05,2.52,5.97,
17.87,2.63,6.14,
18.70,2.76,6.63,
19.59,2.87,6.94,
20.53,2.98,7.49,
21.53,3.05,7.86,
22.58,3.16,8.10,
23.63,3.36,8.23,
24.68,3.65,8.36,
25.76,3.91,8.16,
26.81,4.14,7.93,
27.80,4.36,7.53,
28.76,4.63,7.34,
29.68,4.92,7.05,
30.56,5.23,6.34,Hedge_30
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.00,0.92,
0.25,0.01,1.35,
0.45,0.05,1.74,
0.69,0.14,2.08,
0.98,0.26,2.59,
1.32,0.38,2.75,
1.67,0.52,2.94,
2.06,0.66,3.33,
2.49,0.83,3.76,
2.98,1.01,4.15,
3.51,1.23,4.54,
4.10,1.41,4.88,
4.75,1.58,5.34,
5.46,1.77,5.86,
6.24,1.90,6.26,
7.06,1.97,6.24,
7.88,2.05,6.28,
8.70,2.09,6.16,
9.50,2.17,5.97,
10.29,2.27,6.03,
11.08,2.30,5.70,
11.85,2.30,5.89,
12.63,2.37,5.78,
13.40,2.49,5.92,
14.18,2.54,5.82,
14.96,2.56,6.00,
15.75,2.60,5.98,
16.55,2.63,6.03,
17.36,2.73,6.13,
18.17,2.95,6.27,
18.96,3.28,6.75,
19.81,3.59,7.08,
20.73,3.88,7.31,
21.66,4.17,7.51,
22.58,4.51,7.59,
23.49,4.97,7.47,
24.09,5.23,2.70,Hedge_25
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.01,0.45,
0.11,-0.05,0.96,
0.26,-0.06,1.39,
0.46,-0.03,1.78,
0.72,0.00,2.23,
1.04,-0.00,2.61,
1.39,-0.05,2.73,
1.76,-0.12,2.90,
2.16,-0.15,3.29,
2.62,-0.16,3.68,
3.13,-0.21,4.10,
3.69,-0.24,4.48,
4.31,-0.24,4.89,
4.98,-0.27,5.36,
5.72,-0.27,5.92,
6.51,-0.19,6.12,
7.32,-0.06,6.23,
8.14,0.04,6.10,
8.94,0.10,5.99,
9.72,0.23,5.83,
10.45,0.47,5.54,
11.14,0.77,5.80,
11.83,1.09,5.61,
12.50,1.46,5.76,
13.20,1.76,5.67,
13.92,2.03,5.89,
14.64,2.40,5.93,
15.34,2.78,6.34,
16.09,3.19,6.56,
16.82,3.68,6.87,
17.50,4.29,6.87,
18.06,4.87,0.93,Hedge_26
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.47,
0.11,-0.01,0.92,
0.25,0.01,1.34,
0.45,0.04,1.77,
0.71,0.05,2.18,
1.02,0.06,2.57,
1.37,0.06,2.76,
1.74,0.08,2.86,
2.14,0.12,3.27,
2.60,0.14,3.68,
3.10,0.18,4.07,
3.66,0.21,4.45,
4.28,0.25,4.83,
4.94,0.28,5.27,
5.66,0.34,5.78,
6.45,0.37,6.34,
7.27,0.38,6.21,
8.09,0.43,6.06,
8.91,0.51,6.15,
9.71,0.57,5.98,
10.49,0.64,5.74,
11.25,0.79,5.80,
11.97,1.04,5.58,
12.65,1.38,5.77,
13.33,1.74,5.80,
13.98,2.15,5.80,
14.67,2.56,6.00,
15.37,2.99,6.32,
16.10,3.43,6.80,
16.83,3.96,6.89,
17.51,4.59,6.95,
17.91,4.89,1.94,Hedge_26
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.47,
0.11,-0.01,0.92,
0.25,0.01,1.34,
0.45,0.04,1.77,
0.71,0.05,2.18,
1.02,0.06,2.57,
1.37,0.07,2.74,
1.74,0.09,2.85,
2.13,0.06,3.21,
2.58,-0.00,3.65,
3.09,-0.02,4.03,
3.64,0.01,4.36,
4.24,0.10,4.78,
4.89,0.15,5.19,
5.59,0.16,5.54,
6.36,0.25,6.14,
7.17,0.39,6.18,
7.99,0.46,6.06,
8.79,0.48,6.00,
9.56,0.56,5.65,
10.31,0.72,5.70,
11.01,0.99,5.48,
11.67,1.33,5.69,
12.36,1.65,5.53,
13.06,1.93,5.75,
13.76,2.24,5.90,
14.45,2.65,5.94,
15.09,3.14,6.08,
15.66,3.75,6.48,
16.14,4.47,6.71,
16.45,4.81,1.45,Hedge_26
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.03,0.90,
0.25,0.06,1.38,
0.45,0.06,1.78,
0.71,0.03,2.15,
1.02,-0.02,2.59,
1.37,-0.02,2.73,
1.73,0.03,2.77,
2.12,0.11,3.24,
2.57,0.18,3.64,
3.06,0.28,4.04,
3.61,0.36,4.42,
4.21,0.48,4.83,
4.87,0.57,5.26,
5.59,0.60,5.63,
6.37,0.57,6.14,
7.20,0.58,6.26,
8.03,0.58,6.25,
8.87,0.54,6.18,
9.69,0.51,6.02,
10.49,0.45,6.00,
11.28,0.41,5.96,
12.06,0.34,5.73,
12.83,0.20,5.69,
13.56,-0.04,5.78,
14.24,-0.40,5.69,
14.87,-0.84,5.94,
15.52,-1.29,5.96,
16.13,-1.80,6.08,
16.80,-2.26,6.01,
17.49,-2.69,6.29,
18.15,-3.19,6.32,
18.75,-3.77,6.13,
19.29,-4.44,-0.23,Car_59
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.01,0.48,
0.11,-0.01,0.94,
0.25,-0.02,1.36,
0.46,-0.04,1.80,
0.72,-0.03,2.19,
1.02,0.01,2.55,
1.38,0.08,2.79,
1.75,0.10,2.88,
2.15,0.07,3.24,
2.60,0.00,3.69,
3.11,-0.02,4.05,
3.67,-0.01,4.44,
4.28,-0.03,4.82,
4.95,-0.03,5.29,
5.67,-0.07,5.81,
6.46,-0.13,6.22,
7.28,-0.16,6.28,
8.10,-0.22,6.09,
8.93,-0.30,6.32,
9.75,-0.32,5.94,
10.54,-0.25,5.81,
11.30,-0.10,5.82,
12.06,0.06,5.66,
12.81,0.24,5.82,
13.58,0.37,5.80,
14.35,0.42,5.72,
15.13,0.40,5.93,
15.93,0.43,6.02,
16.72,0.55,6.04,
17.51,0.73,6.13,
18.31,0.88,6.26,
19.12,1.02,6.26,
19.94,1.19,6.33,
20.76,1.39,6.33,
21.58,1.60,6.31,
22.40,1.82,6.49,
23.24,1.99,6.48,
24.11,2.06,6.41,
24.98,2.03,6.55,
25.86,2.04,6.49,
26.74,2.08,6.63,
27.63,2.10,6.73,
28.52,2.03,6.55,
29.40,1.89,6.67,
30.29,1.77,6.61,
31.18,1.64,6.85,
32.07,1.49,6.78,
32.96,1.35,6.78,
33.83,1.14,6.74,
34.70,0.86,6.60,
35.56,0.62,6.83,
36.43,0.39,6.83,
37.31,0.20,6.79,
38.18,-0.01,6.77,
39.06,-0.20,6.79,
39.94,-0.38,6.74,
40.82,-0.52,6.73,
41.70,-0.66,6.72,
42.59,-0.72,6.59,
43.47,-0.71,6.63,
44.35,-0.75,6.60,
45.22,-0.87,6.58,
46.06,-1.11,6.41,
46.84,-1.48,6.38,
47.57,-1.94,6.40,
48.28,-2.42,6.44,
48.92,-3.01,6.24,
49.48,-3.66,6.53,
50.03,-4.37,6.48,
50.49,-5.14,6.71,
50.84,-5.96,7.03,
51.20,-6.82,-1.45,Wall_Low_45
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.00,0.93,
0.25,0.00,1.37,
0.46,0.02,1.78,
0.71,0.06,2.15,
1.01,0.13,2.60,
1.37,0.16,2.75,
1.74,0.17,2.86,
2.14,0.21,3.27,
2.59,0.20,3.62,
3.09,0.13,3.94,
3.63,-0.01,4.41,
4.22,-0.13,4.78,
4.87,-0.19,5.13,
5.56,-0.15,5.41,
6.31,-0.02,6.15,
7.12,0.13,6.13,
7.90,0.37,6.00,
8.63,0.69,5.82,
9.35,0.96,5.57,
10.06,1.21,5.67,
10.76,1.47,5.54,
11.46,1.71,5.52,
12.15,1.98,5.56,
12.84,2.26,5.73,
13.52,2.62,5.74,
14.15,3.08,5.99,
14.77,3.64,6.41,
15.36,4.26,6.73,
15.89,4.82,0.73,Hedge_26
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.01,0.45,
0.10,-0.05,0.90,
0.24,-0.12,1.35,
0.43,-0.21,1.88,
0.70,-0.27,2.27,
1.02,-0.29,2.62,
1.38,-0.26,2.73,
1.75,-0.19,2.94,
2.16,-0.17,3.33,
2.63,-0.17,3.72,
3.14,-0.16,4.11,
3.71,-0.16,4.53,
4.33,-0.17,4.90,
5.00,-0.25,5.28,
5.71,-0.38,5.75,
6.50,-0.47,6.30,
7.33,-0.52,6.20,
8.15,-0.60,6.32,
8.97,-0.69,5.96,
9.77,-0.80,5.86,
10.56,-0.85,5.88,
11.35,-0.80,5.83,
12.12,-0.68,5.82,
12.90,-0.60,5.99,
13.68,-0.53,5.88,
14.47,-0.45,5.92,
15.26,-0.39,5.98,
16.05,-0.31,6.09,
16.85,-0.24,6.12,
17.67,-0.14,6.11,
18.48,-0.04,6.21,
19.29,0.15,6.23,
20.06,0.45,6.22,
20.80,0.85,6.34,
21.52,1.28,6.40,
22.19,1.80,6.25,
22.79,2.43,6.28,
23.36,3.08,6.79,
23.92,3.81,6.89,
24.49,4.55,6.03,Hedge_25
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.01,0.47,
0.11,0.02,0.93,
0.26,0.02,1.38,
0.46,0.03,1.79,
0.71,0.08,2.16,
1.01,0.19,2.48,
1.34,0.34,2.80,
1.69,0.47,2.89,
2.04,0.67,3.21,
2.41,0.95,3.63,
2.80,1.30,4.15,
3.23,1.67,4.55,
3.66,2.13,4.84,
4.06,2.68,5.37,
4.32,3.11,-1.33,Street_Sign_7
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.00,0.93,
0.25,0.01,1.37,
0.46,-0.00,1.78,
0.71,-0.05,2.15,
1.02,-0.12,2.60,
1.37,-0.17,2.76,
1.72,-0.27,2.80,
2.10,-0.41,3.27,
2.55,-0.52,3.69,
3.05,-0.64,4.12,
3.60,-0.75,4.50,
4.21,-0.86,4.89,
4.87,-1.00,5.36,
5.58,-1.16,5.91,
6.36,-1.37,6.19,
7.16,-1.56,6.25,
7.96,-1.76,6.30,
8.78,-1.96,6.51,
9.61,-2.19,6.41,
10.41,-2.41,6.11,
11.18,-2.66,5.95,
11.94,-2.87,5.91,
12.71,-3.01,5.86,
13.48,-3.08,5.68,
14.25,-3.19,5.93,
15.03,-3.29,5.75,
15.81,-3.36,5.96,
16.61,-3.42,5.95,
17.41,-3.41,6.09,
18.23,-3.33,6.25,
19.06,-3.29,6.38,
19.90,-3.26,6.28,
20.75,-3.22,6.39,
21.60,-3.18,6.52,
22.46,-3.12,6.56,
23.33,-3.03,6.45,
24.20,-2.97,6.50,
25.08,-2.94,6.59,
25.96,-2.85,6.70,
26.83,-2.71,6.71,
27.72,-2.64,6.64,
28.61,-2.62,6.60,
29.50,-2.53,6.67,
30.37,-2.36,6.61,
31.23,-2.11,6.66,
32.08,-1.85,6.62,
32.93,-1.56,6.74,
33.79,-1.34,6.75,
34.67,-1.17,6.73,
35.54,-0.96,6.61,
36.41,-0.74,6.62,
37.27,-0.49,6.80,
38.13,-0.26,6.78,
38.99,-0.00,6.76,
39.85,0.29,6.70,
40.71,0.54,6.77,
