x,y,reward,collision
-15.45,126.68,238.71,
-16.54,126.76,239.80,
-17.63,126.79,240.90,
-18.95,126.87,242.21,
-20.26,126.98,243.53,
-21.33,127.22,244.63,
-22.55,127.71,245.94,
-23.57,128.11,247.04,
-24.93,128.85,248.58,
-26.03,129.57,249.90,
-27.01,130.06,250.99,
-28.06,130.36,252.09,
-29.36,130.51,253.39,
-30.65,130.74,254.71,
-31.71,131.05,255.81,
-32.99,131.40,257.14,
-34.23,131.86,258.46,
-35.26,132.24,259.56,
-36.47,132.77,260.88,
-37.70,133.25,262.20,
-38.77,133.57,263.31,
-39.82,133.93,264.43,
-41.10,134.29,265.76,
-42.18,134.59,266.88,
-43.26,134.81,267.98,
-44.56,135.12,269.32,
-45.65,135.30,270.43,
-46.69,135.45,271.47,(null)
-0.00,0.35,142.94,
0.01,0.65,143.24,
0.08,1.02,143.62,
0.24,1.55,144.16,
0.30,2.03,144.65,
0.26,2.72,145.34,
0.08,3.50,146.14,
-0.11,4.25,146.91,
-0.25,5.10,147.77,
-0.37,6.23,148.92,
-0.61,7.26,149.97,
-0.98,8.48,151.24,
-1.23,9.45,152.25,
-1.42,10.59,153.41,
-1.66,11.71,154.54,
-1.87,12.63,155.49,
-2.26,13.70,156.63,
-2.66,14.58,157.60,
-3.05,15.70,158.78,
-3.57,16.79,159.99,
-4.09,17.67,161.01,
-4.59,18.55,162.03,
-5.37,19.60,163.34,
-6.20,20.47,164.53,
-7.32,21.52,166.07,
-8.26,22.49,167.42,
-9.45,23.65,169.08,
-10.61,24.83,170.74,
-11.41,25.88,172.05,
-12.00,26.99,173.32,
-12.60,28.31,174.77,
-13.07,29.36,175.92,
-13.41,30.40,177.01,
-13.61,31.62,178.25,
-13.66,32.61,179.23,
-13.52,33.56,180.19,
-13.18,34.65,181.33,
-12.92,35.58,182.30,
-12.60,36.51,183.28,
-12.27,37.65,184.47,
-11.86,38.57,185.48,
-11.32,39.43,186.50,
-10.66,40.49,187.74,
-10.04,41.33,188.79,
-9.50,42.25,189.85,
-8.97,43.42,191.14,
-8.50,44.40,192.23,
-8.02,45.38,193.32,
-7.48,46.58,194.63,
-7.15,47.64,195.74,
-6.89,48.72,196.85,
-6.53,50.03,198.21,
-6.31,51.14,199.34,
-6.04,52.24,200.47,
-5.88,53.59,201.84,
-5.97,54.70,202.95,
-6.36,55.97,204.28,
-6.98,57.14,205.60,
-7.44,58.14,206.70,
-7.84,59.41,208.03,
-8.04,60.49,209.13,
-8.21,61.81,210.46,
-8.37,63.12,211.79,
-8.36,64.22,212.88,
-8.13,65.52,214.21,
-7.96,66.62,215.31,
-7.77,67.93,216.64,
-7.55,69.22,217.95,
-7.26,70.28,219.05,
-6.92,71.56,220.37,
-6.55,72.59,221.46,
-6.19,73.85,222.78,
-5.78,75.10,224.09,
-5.30,76.08,225.18,
-4.52,77.12,226.48,
-3.74,78.18,227.80,
-3.16,79.11,228.90,
-2.55,80.02,229.99,
-1.94,81.19,231.31,
-1.42,82.40,232.62,
-0.92,83.38,233.73,
-0.35,84.58,235.05,
0.20,85.54,236.16,
0.72,86.52,237.27,
1.18,87.77,238.60,
1.37,88.85,239.70,
1.58,90.15,241.02,
1.57,91.47,242.34,
1.36,92.54,243.43,
1.14,93.84,244.75,
1.14,95.16,246.06,
1.38,96.21,247.14,
1.79,97.20,248.21,
2.26,98.42,249.52,
2.68,99.66,250.83,
2.90,100.71,251.91,
3.02,102.01,253.21,
2.98,103.32,254.51,
2.83,104.40,255.61,
2.58,105.68,256.91,
2.51,107.00,258.23,
2.64,108.31,259.55,
2.70,109.64,260.89,
2.58,110.97,262.22,
2.39,112.07,263.34,
2.17,113.40,264.68,
1.74,114.65,266.00,
1.20,115.61,267.11,
0.63,116.56,268.21,
-0.18,117.60,269.53,
-0.93,118.42,270.64,
-1.63,119.28,271.75,
-2.53,120.27,273.09,
-3.20,121.15,274.20,
-4.06,122.16,275.52,
-4.94,123.16,276.85,
-5.74,123.92,277.95,
-6.66,124.86,279.27,
-7.49,125.59,280.37,
-8.37,126.56,281.69,
-8.98,127.46,282.78,
-9.80,128.50,284.09,
-10.58,129.25,285.18,
-11.62,130.06,286.50,
-12.75,130.70,287.80,
-13.78,131.02,288.87,
-14.84,131.13,289.94,
-16.12,131.00,291.23,
-17.37,130.64,292.53,
-18.59,130.15,293.84,
-19.55,129.64,294.93,
-20.64,128.90,296.25,
-21.47,128.19,297.34,
-22.36,127.22,298.66,
-23.07,126.11,299.97,
-23.72,124.96,301.29,
-24.33,124.04,302.40,
-24.89,123.10,303.50,
-25.55,121.94,304.83,
-25.97,120.92,305.93,
-26.22,119.85,307.03,
-26.49,118.55,308.36,
-26.56,117.45,309.46,
-26.44,116.14,310.77,
-26.42,114.81,312.10,
-26.52,113.71,313.21,
-26.59,112.59,314.33,
-26.85,111.29,315.66,
-27.25,110.26,316.76,
-27.71,109.00,318.10,
-28.19,107.76,319.43,
-28.67,106.77,320.54,
-29.11,105.75,321.64,
-29.69,104.56,322.97,
-30.18,103.34,324.28,
-30.65,102.35,325.38,
-31.24,101.17,326.70,
-31.84,100.25,327.80,
-32.65,99.21,329.11,
-33.41,98.13,330.43,
-34.21,97.09,331.75,
-34.98,96.32,332.84,
-36.07,95.63,334.13,
-37.27,95.15,335.42,
-38.25,94.69,336.51,
-39.16,94.11,337.59,
-40.07,93.19,338.87,
-40.66,92.31,339.94,
-41.44,91.26,341.24,
-42.17,90.47,342.32,
-43.04,89.49,343.63,
-43.99,88.58,344.94,
-44.75,87.79,346.04,
-45.71,86.88,347.36,
-46.55,85.87,348.68,
-47.32,84.79,350.00,
-48.21,83.83,351.32,
-49.02,83.09,352.41,
-49.92,82.13,353.73,
-50.92,81.27,355.04,
-51.84,80.68,356.14,
-52.93,79.92,357.47,
-53.85,79.31,358.57,
-54.83,78.79,359.68,
-56.03,78.26,361.00,
-56.99,77.69,362.11,
-58.04,76.88,363.43,
-59.05,76.00,364.77,
-59.93,75.33,365.88,
-60.72,74.65,366.93,Cone6
-0.00,0.35,95.96,
-0.01,0.65,96.26,
-0.08,1.02,96.64,
-0.29,1.52,97.18,
-0.52,1.94,97.66,
-0.85,2.56,98.36,
-1.30,3.26,99.19,
-1.76,3.90,99.98,
-2.25,4.81,101.02,
-2.64,5.92,102.19,
-3.06,6.90,103.25,
-3.55,8.08,104.54,
-4.06,9.30,105.85,
-4.49,10.28,106.92,
-4.97,11.21,107.97,
-5.50,12.34,109.22,
-6.01,13.23,110.24,
-6.55,14.32,111.47,
-6.62,14.82,111.97,Cone7
-0.00,0.35,15.91,
-0.01,0.65,16.21,
-0.08,1.20,16.77,
-0.08,1.75,17.32,
-0.10,2.38,17.95,
-0.13,3.00,18.57,
-0.22,3.70,19.28,
-0.23,4.64,20.22,
-0.12,5.52,21.10,
0.07,6.70,22.29,
0.18,7.95,23.55,
0.34,8.95,24.56,
0.54,10.10,25.73,
0.91,11.16,26.85,
1.36,11.97,27.78,
1.83,12.78,28.72,
2.46,13.73,29.86,
2.93,14.59,30.84,
3.40,15.46,31.82,
3.83,16.56,33.01,
4.11,17.61,34.09,
4.28,18.76,35.26,
4.27,20.26,36.76,
4.32,21.85,38.35,
4.51,23.20,39.71,
4.70,24.52,41.05,
5.01,26.03,42.59,
5.24,27.50,44.07,
5.48,28.67,45.27,
5.64,30.05,46.66,
5.61,31.16,47.77,
5.59,32.26,48.87,
5.42,33.52,50.14,
5.20,34.55,51.19,
5.04,35.56,52.22,
4.91,36.79,53.45,
4.77,38.00,54.68,
4.65,39.02,55.70,
4.55,40.04,56.72,
4.50,41.27,57.96,
4.38,42.30,58.99,
4.30,43.55,60.25,
4.42,44.80,61.50,
4.71,45.81,62.55,
5.11,47.03,63.83,
5.64,48.19,65.12,
6.01,49.21,66.20,
6.33,50.49,67.51,
6.61,51.55,68.61,
6.77,52.64,69.71,
6.68,53.94,71.02,
6.40,55.00,72.11,
6.15,56.08,73.22,
5.95,57.40,74.56,
5.76,58.50,75.67,
5.57,59.82,77.00,
5.50,61.15,78.34,
5.40,62.26,79.45,
5.20,63.58,80.78,
5.15,64.68,81.89,
5.19,65.79,83.00,
5.09,67.12,84.33,
4.91,68.21,85.44,
4.74,69.31,86.55,
4.38,70.58,87.87,
4.00,71.62,88.98,
3.59,72.87,90.29,
3.02,74.07,91.62,
2.42,74.98,92.71,
1.54,75.96,94.03,
0.75,76.73,95.13,
-0.02,77.52,96.23,
-0.97,78.45,97.56,
-2.02,79.23,98.88,
-2.98,79.77,99.97,
-4.21,80.22,101.28,
-5.27,80.54,102.39,
-6.51,80.98,103.71,
-7.73,81.53,105.04,
-8.79,81.88,106.16,
-9.87,82.07,107.26,
-11.19,82.23,108.59,
-12.29,82.36,109.69,
-13.40,82.43,110.80,
-14.73,82.50,112.14,
-15.85,82.47,113.26,
-17.19,82.52,114.60,
-18.52,82.59,115.93,
-19.61,82.75,117.04,
-20.72,82.85,118.15,
-22.03,83.02,119.47,
-23.11,83.25,120.57,
-24.64,83.49,122.12,
-25.91,83.84,123.44,
-26.92,84.26,124.53,
-28.01,84.96,125.83,
-28.90,85.60,126.92,
-30.04,86.24,128.23,
-31.25,86.79,129.56,
-32.24,87.28,130.67,
-33.23,87.78,131.77,
-34.39,88.44,133.11,
-35.38,88.94,134.22,
-36.36,89.46,135.33,
-37.50,90.15,136.67,
-38.49,90.67,137.78,
-39.66,91.33,139.12,
-40.89,91.84,140.46,
-42.18,92.18,141.79,
-43.48,92.43,143.11,
-44.53,92.77,144.21,
-45.55,93.18,145.31,
-46.82,93.54,146.63,
-47.89,93.74,147.72,
-48.96,93.99,148.82,
-50.25,94.14,150.12,
-51.34,94.14,151.21,
-52.63,94.00,152.51,
-53.88,93.68,153.80,
-54.85,93.19,154.88,
-55.70,92.53,155.96,
-56.58,91.57,157.26,
-57.25,90.71,158.35,
-57.90,89.59,159.65,
-58.34,88.35,160.96,
-58.73,87.32,162.06,
-59.13,86.29,163.17,
-59.58,85.04,164.50,
-59.82,83.96,165.60,
-60.00,82.65,166.93,
-60.17,81.33,168.26,
-60.24,80.00,169.59,
-60.37,78.90,170.70,
-60.40,77.57,172.03,
-60.26,76.48,173.13,
-60.19,75.69,173.92,Cone6
-0.00,0.35,96.44,
0.01,0.65,96.73,
0.05,1.11,97.20,
0.01,1.57,97.66,
-0.14,2.13,98.24,
-0.31,2.81,98.94,
-0.40,3.48,99.62,
-0.56,4.22,100.37,
-0.85,5.18,101.38,
-0.98,6.11,102.31,
-1.08,7.35,103.55,
-1.27,8.57,104.79,
-1.31,9.56,105.79,
-1.29,10.72,106.94,
-1.34,11.86,108.09,
-1.27,12.81,109.03,
-1.05,13.94,110.19,
-0.89,15.10,111.36,
-0.73,16.08,112.35,
-0.46,17.04,113.35,
0.00,18.17,114.57,
0.49,19.07,115.59,
1.20,20.18,116.92,
1.85,21.49,118.37,
2.26,22.71,119.66,
2.78,24.24,121.27,
3.22,25.83,122.93,
3.69,27.38,124.55,
4.34,28.78,126.09,
5.06,29.77,127.31,
5.80,30.68,128.49,
6.75,31.62,129.82,
7.59,32.26,130.88,
8.65,32.85,132.09,
9.51,33.34,133.08,
10.41,33.78,134.08,
11.45,34.37,135.28,
12.31,34.88,136.28,
13.11,35.47,137.28,
14.04,36.26,138.49,
14.83,36.91,139.51,
15.68,37.81,140.75,
16.47,38.77,142.00,
17.16,39.56,143.05,
18.00,40.53,144.33,
18.86,41.47,145.61,
19.66,42.20,146.68,
20.45,42.95,147.78,
21.38,43.90,149.10,
22.08,44.75,150.21,
22.83,45.58,151.32,
23.68,46.62,152.67,
24.41,47.46,153.78,
25.19,48.26,154.90,
25.97,49.06,156.02,
27.01,49.90,157.35,
28.16,50.56,158.68,
29.20,50.93,159.78,
30.25,51.26,160.88,
31.50,51.71,162.22,
32.50,52.18,163.32,
33.53,52.60,164.43,
34.77,53.08,165.76,
35.82,53.39,166.86,
37.05,53.90,168.18,
38.19,54.56,169.50,
39.17,55.08,170.61,
40.15,55.59,171.72,
41.37,56.12,173.05,
42.39,56.58,174.17,
43.58,57.17,175.50,
44.53,57.74,176.60,
45.73,58.29,177.92,
46.97,58.75,179.25,
47.98,59.20,180.35,
49.20,59.73,181.68,
50.40,60.29,183.00,
51.50,61.00,184.31,
52.38,61.66,185.42,
53.27,62.32,186.52,
54.27,63.17,187.84,
55.14,63.87,188.95,
55.98,64.59,190.06,
56.86,65.57,191.38,
57.45,66.49,192.47,
58.03,67.43,193.57,
58.64,68.60,194.89,
59.24,69.53,196.00,
60.12,70.52,197.32,
61.00,71.50,198.65,
61.84,72.21,199.74,
62.78,72.78,200.84,
63.90,73.50,202.17,
64.82,74.11,203.27,
65.66,74.82,204.37,
66.54,75.80,205.69,
67.10,76.73,206.78,
67.69,77.65,207.87,
68.48,78.72,209.19,
69.08,79.65,210.30,
69.84,80.73,211.63,
70.60,81.54,212.74,
71.66,82.31,214.05,
72.73,83.10,215.37,
73.52,83.86,216.47,
74.19,84.72,217.56,
74.86,85.83,218.86,
75.23,86.85,219.94,
75.58,87.88,221.03,
75.79,89.15,222.32,
75.77,90.23,223.40,
75.77,91.32,224.48,
75.97,92.60,225.78,
76.32,93.63,226.87,
76.72,94.65,227.96,
77.16,95.89,229.29,
77.76,97.06,230.60,
78.42,97.92,231.69,
79.10,98.79,232.79,
80.05,99.70,234.10,
80.96,100.29,235.18,
81.86,100.91,236.29,
82.73,101.61,237.39,
83.78,102.40,238.72,
84.61,103.13,239.82,
85.65,103.96,241.15,
86.75,104.71,242.48,
87.59,105.44,243.59,(null)
-0.00,0.30,136.84,
0.01,0.58,137.12,
0.05,0.95,137.49,
0.09,1.48,138.03,
0.17,1.95,138.50,
0.22,2.62,139.17,
0.26,3.41,139.96,
0.23,4.16,140.71,
0.25,4.99,141.54,
0.38,5.90,142.46,
0.69,7.31,143.91,
0.79,8.57,145.17,
0.74,9.61,146.21,
0.43,10.76,147.40,
-0.12,11.79,148.57,
-0.74,12.53,149.54,
-1.47,13.19,150.52,
-2.32,14.01,151.70,
-3.01,14.73,152.70,
-3.62,15.53,153.71,
-4.30,16.55,154.93,
-4.99,17.32,155.97,
-5.96,18.12,157.22,
-6.96,18.91,158.50,
-7.87,19.49,159.58,
-8.59,19.98,160.45,
-9.11,20.39,161.10,
-9.87,21.16,162.19,
-10.60,22.24,163.50,
-11.17,23.19,164.60,
-11.90,24.30,165.93,
-12.44,25.28,167.04,
-13.02,26.22,168.15,
-13.67,27.39,169.49,
-14.40,28.51,170.83,
-14.95,29.49,171.95,
-15.61,30.40,173.07,
-16.52,31.38,174.41,
-17.33,32.13,175.52,
-18.31,33.04,176.85,
-19.21,33.67,177.96,
-20.41,34.21,179.28,
-21.64,34.68,180.59,
-22.71,34.96,181.69,
-24.00,35.30,183.02,
-25.31,35.53,184.35,
-26.38,35.82,185.46,
-27.63,36.26,186.79,
-28.90,36.63,188.11,
-29.92,37.05,189.22,
-31.06,37.71,190.53,
-31.99,38.61,191.83,
-32.63,39.49,192.91,
-33.35,40.58,194.22,
-33.85,41.77,195.51,
-34.08,42.83,196.59,
-34.31,44.10,197.89,
-34.63,45.38,199.20,
-34.91,46.43,200.29,
-35.25,47.47,201.39,
-35.68,48.72,202.71,
-36.21,49.94,204.03,
-36.65,50.95,205.14,
-37.25,52.14,206.47,
-37.72,53.15,207.59,
-38.18,54.40,208.92,
-38.68,55.64,210.25,
-39.23,56.60,211.36,
-39.83,57.53,212.47,
-40.42,58.71,213.79,
-40.78,59.76,214.90,
-41.26,61.01,216.23,
-41.81,62.22,217.57,
-42.20,63.48,218.89,
-42.39,64.78,220.20,
-42.58,66.08,221.52,
-42.65,67.17,222.61,
-42.87,68.46,223.92,
-43.20,69.50,225.01,
-43.84,70.62,226.30,
-44.73,71.55,227.59,
-45.60,72.19,228.66,
-46.49,72.80,229.75,
-47.55,73.57,231.06,
-48.44,74.22,232.16,
-49.53,74.96,233.47,
-50.71,75.55,234.79,
-51.72,75.97,235.89,
-52.92,76.52,237.21,
-54.19,76.90,238.53,
-55.28,77.02,239.63,
-56.59,77.23,240.95,
-57.87,77.56,242.28,
-58.95,77.79,243.38,
-60.24,78.12,244.71,
-61.54,78.40,246.04,
-62.59,78.71,247.14,
-63.87,79.10,248.47,
-65.10,79.59,249.80,
-66.17,79.87,250.90,
-67.48,79.96,252.22,
-68.76,79.74,253.52,
-69.75,79.34,254.59,
-70.86,78.67,255.88,
-71.97,77.99,257.18,
-72.85,77.35,258.27,
-73.94,76.61,259.60,
-75.02,75.82,260.92,
-75.85,75.09,262.04,
-76.90,74.27,263.37,
-78.06,73.61,264.70,
-79.11,73.26,265.81,
-80.39,72.89,267.14,
-80.60,72.79,267.37,(null)
-0.00,0.30,108.40,
-0.01,0.65,108.75,
-0.10,1.11,109.22,
-0.21,1.56,109.68,
-0.38,2.02,110.17,
-0.69,2.65,110.87,
-0.92,3.28,111.54,
-1.14,4.16,112.45,
-1.51,5.11,113.47,
-2.08,6.11,114.63,
-2.57,7.28,115.89,
-2.96,8.48,117.15,
-3.31,9.52,118.24,
-3.56,10.78,119.53,
-3.58,12.04,120.79,
-3.67,13.08,121.83,
-3.94,14.28,123.07,
-4.23,15.26,124.09,
-4.44,16.47,125.31,
-4.45,17.69,126.53,
-4.36,18.70,127.55,
-4.20,19.72,128.58,
-4.09,20.96,129.83,
-4.01,22.01,130.88,
-4.00,23.07,131.94,
-4.00,24.35,133.22,
-4.10,25.65,134.52,
-4.17,26.95,135.83,
-4.28,28.27,137.15,
-4.47,29.35,138.25,
-4.61,30.45,139.36,
-4.70,31.79,140.70,
-4.86,32.90,141.82,
-4.97,34.01,142.93,
-4.96,35.35,144.27,
-4.85,36.68,145.61,
-4.83,37.81,146.74,
-4.77,38.92,147.85,
-4.63,40.26,149.20,
-4.47,41.59,150.54,
-4.24,42.68,151.65,
-4.11,44.00,152.98,
-4.16,45.10,154.08,
-4.19,46.21,155.19,
-4.31,47.53,156.52,
-4.25,48.86,157.84,
-3.98,49.91,158.93,
-3.46,51.10,160.23,
-2.92,52.30,161.55,
-2.29,53.46,162.86,
-1.66,54.61,164.18,
-1.00,55.48,165.27,
-0.07,56.39,166.57,
0.86,57.34,167.90,
1.62,58.14,169.00,
2.49,59.41,170.54,
2.99,60.62,171.85,
3.43,61.62,172.95,
3.98,62.83,174.27,
4.44,63.82,175.37,
5.08,64.98,176.69,
5.60,65.96,177.80,
6.24,67.12,179.13,
6.95,68.24,180.46,
7.62,69.40,181.78,
8.08,70.40,182.89,
8.69,71.59,184.23,
9.20,72.82,185.56,
9.64,73.85,186.68,
10.07,75.11,188.01,
10.46,76.15,189.12,
10.82,77.21,190.24,
11.19,78.50,191.58,
11.72,79.73,192.92,
12.23,80.71,194.02,
12.81,81.91,195.36,
13.47,83.06,196.69,
14.02,84.02,197.79,
14.75,85.14,199.12,
15.36,86.07,200.23,
16.14,87.13,201.56,
16.79,88.29,202.88,
17.16,89.32,203.98,
17.49,90.59,205.30,
17.68,91.67,206.39,
17.91,92.97,207.71,
18.01,94.06,208.81,
18.22,95.37,210.13,
18.31,96.70,211.46,
18.22,97.80,212.56,
17.94,98.85,213.66,
17.38,100.04,214.96,
16.97,101.05,216.06,
16.65,102.33,217.38,
16.51,103.62,218.68,
16.60,104.70,219.76,
16.66,106.00,221.06,
16.53,107.29,222.36,
16.30,108.35,223.45,
15.89,109.59,224.75,
15.38,110.81,226.07,
14.97,111.82,227.17,
14.32,112.98,228.49,
13.59,114.09,229.82,
13.05,115.06,230.93,
12.27,116.40,232.49,
11.56,117.54,233.82,
10.86,118.39,234.92,
9.83,119.20,236.24,
8.66,119.80,237.55,
7.64,120.20,238.65,
6.37,120.56,239.96,
5.07,120.76,241.28,
3.98,120.81,242.38,
2.88,120.75,243.47,
1.57,120.60,244.79,
0.46,120.55,245.90,
-0.85,120.36,247.23,
-2.12,119.97,248.55,
-3.07,119.42,249.65,
-3.89,118.71,250.73,
-4.73,117.71,252.04,
-5.57,116.69,253.36,
-6.33,115.62,254.67,
-7.06,114.81,255.77,
-7.90,114.09,256.87,
-8.88,113.20,258.19,
-9.86,112.30,259.52,
-10.67,111.55,260.63,
-11.62,110.63,261.95,
-12.41,109.58,263.27,
-12.90,108.60,264.36,
-13.34,107.36,265.68,
-13.54,106.07,266.98,
-13.76,105.00,268.08,
-14.08,103.94,269.18,
-14.41,102.66,270.51,
-14.67,101.58,271.62,
-14.83,100.26,272.95,
-14.82,98.94,274.27,
-14.67,97.85,275.36,
-14.37,96.81,276.45,
-13.97,95.56,277.76,
-13.53,94.55,278.86,
-13.18,93.52,279.95,
-12.96,92.23,281.26,
-13.04,90.95,282.55,
-13.30,89.90,283.63,
-13.54,88.83,284.72,
-13.73,87.53,286.03,
-14.07,86.26,287.35,
-14.48,85.25,288.44,
-15.05,84.06,289.75,
-15.55,82.85,291.07,
-15.83,81.79,292.16,
-15.96,80.49,293.47,
-16.09,79.17,294.80,
-16.04,78.08,295.89,
-15.72,76.81,297.20,
-15.16,75.63,298.50,
-14.74,74.62,299.60,
-14.34,73.36,300.92,
-13.90,72.11,302.24,
-13.61,71.06,303.34,
-13.23,70.03,304.44,
-12.67,68.83,305.76,
-12.28,67.56,307.08,
-12.13,66.48,308.18,
-12.03,65.17,309.49,
-11.87,63.86,310.81,
-11.60,62.57,312.13,
-11.45,61.48,313.23,
-11.24,60.17,314.55,
-11.19,59.08,315.64,
-11.32,57.78,316.95,
-11.45,56.47,318.27,
-11.68,55.16,319.60,
-11.82,54.06,320.70,
-12.05,52.77,322.02,
-12.13,51.45,323.34,
-11.99,50.14,324.65,
-11.87,48.83,325.97,
-11.61,47.76,327.07,
-11.20,46.75,328.16,
-10.67,45.54,329.48,
-10.13,44.58,330.59,
-9.53,43.39,331.92,
-8.90,42.22,333.25,
-8.25,41.31,334.36,
-7.37,40.33,335.68,
-6.55,39.59,336.78,
-5.33,38.65,338.33,
-4.39,37.71,339.65,
-3.72,36.83,340.76,
-2.99,35.49,342.29,
-2.33,34.33,343.62,
-1.89,33.32,344.73,
-1.64,32.03,346.04,
-1.64,30.72,347.35,
-1.74,29.63,348.45,
-1.93,28.32,349.76,
-1.95,27.00,351.08,
-1.79,25.92,352.18,
-1.66,24.83,353.28,
-1.47,23.53,354.59,
-1.22,22.46,355.68,
-1.02,21.39,356.78,
-0.73,20.09,358.10,
-0.57,19.01,359.20,
-0.24,17.73,360.53,
0.16,16.71,361.62,
0.76,15.54,362.93,
1.51,14.46,364.25,
2.23,13.63,365.34,
3.15,12.68,366.66,
3.91,11.89,367.77,
4.93,11.06,369.09,
6.05,10.36,370.40,
7.04,9.88,371.50,
8.26,9.37,372.82,
9.22,8.84,373.92,
10.06,8.15,375.01,
10.91,7.16,376.31,
11.66,6.37,377.41,
12.68,5.55,378.71,
13.77,4.80,380.03,
14.58,4.08,381.12,
15.53,2.89,382.64,
16.30,1.79,383.98,
17.03,0.96,385.09,
18.02,0.08,386.41,
19.08,-0.73,387.74,
19.91,-1.47,388.86,
20.94,-2.33,390.20,
21.90,-3.27,391.54,
22.71,-4.03,392.65,
23.67,-4.97,394.00,
24.49,-6.03,395.34,
25.23,-7.15,396.68,
26.04,-8.22,398.02,
26.78,-9.32,399.35,
27.56,-10.40,400.68,
28.31,-11.20,401.78,
29.28,-12.12,403.11,
30.18,-13.09,404.44,
31.02,-13.81,405.54,
32.33,-14.62,407.08,
33.41,-15.39,408.41,
34.37,-16.30,409.73,
35.24,-16.98,410.83,
36.34,-17.70,412.15,
37.42,-18.46,413.47,
38.38,-18.98,414.57,
39.63,-19.34,415.86,
40.70,-19.45,416.94,
41.77,-19.59,418.02,
43.02,-19.94,419.32,
43.99,-20.40,420.39,
45.15,-20.99,421.69,
46.19,-21.76,422.99,
46.92,-22.56,424.07,
47.82,-23.51,425.38,
48.57,-24.31,426.48,
49.47,-25.56,428.02,
50.05,-26.72,429.32,
50.35,-27.77,430.41,
50.75,-29.03,431.72,
51.27,-30.23,433.04,
51.74,-31.47,434.36,
52.21,-32.43,435.43,(null)
-0.00,0.35,61.65,
-0.02,0.72,62.01,
-0.08,1.11,62.41,
-0.11,1.66,62.97,
-0.12,2.17,63.47,
-0.05,2.88,64.19,
0.07,3.71,65.02,
0.12,4.49,65.81,
0.35,5.70,67.04,
0.73,6.86,68.26,
1.20,8.03,69.52,
1.50,9.25,70.78,
1.58,10.26,71.79,
1.67,11.46,73.00,
1.56,12.63,74.17,
1.28,13.57,75.15,
0.84,14.66,76.32,
0.20,15.65,77.50,
-0.31,16.51,78.50,
-0.89,17.59,79.72,
-1.29,18.54,80.76,
-1.92,19.88,82.24,
-2.25,21.11,83.51,
-2.33,22.18,84.58,
-2.42,23.69,86.10,
-2.37,25.00,87.41,
-2.44,26.09,88.50,
-2.62,27.40,89.82,
-2.72,28.72,91.15,
-2.79,29.83,92.26,
-2.80,31.16,93.59,
-2.88,32.50,94.93,
-2.83,33.62,96.05,
-2.61,34.93,97.38,
-2.21,36.19,98.71,
-1.69,37.15,99.80,
-1.00,38.30,101.13,
-0.20,39.36,102.46,
0.43,40.27,103.57,
1.13,41.42,104.91,
1.96,42.46,106.25,
2.78,43.20,107.35,
3.81,44.05,108.69,
4.58,44.85,109.80,
5.49,46.09,111.33,
6.18,47.21,112.65,
6.87,48.07,113.75,
7.83,48.97,115.06,
8.84,49.81,116.39,
9.61,50.61,117.50,
10.46,51.63,118.82,
11.36,52.60,120.14,
12.17,53.34,121.24,
13.04,54.33,122.56,
13.77,55.42,123.87,
14.52,56.52,125.20,
15.17,57.67,126.52,
15.87,58.80,127.85,
16.34,59.80,128.95,
16.72,61.06,130.27,
16.85,62.36,131.58,
17.02,63.67,132.90,
17.15,64.99,134.23,
17.17,66.09,135.32,
17.24,67.40,136.64,
17.14,68.72,137.96,
16.92,69.79,139.05,
16.45,71.01,140.36,
15.85,72.18,141.68,
15.24,73.09,142.78,
14.45,74.15,144.10,
13.81,75.32,145.43,
13.48,76.36,146.52,
13.31,77.67,147.84,
13.06,78.97,149.16,
12.68,80.00,150.26,
11.87,81.30,151.80,
11.09,82.38,153.13,
10.48,83.31,154.23,
9.94,84.27,155.34,
9.29,85.43,156.66,
8.75,86.64,157.99,
8.29,87.64,159.09,
7.81,88.88,160.42,
7.25,90.09,161.75,
6.78,91.09,162.86,
6.06,92.20,164.19,
5.32,93.01,165.28,
4.43,94.00,166.61,
3.53,94.98,167.94,
2.71,95.73,169.05,
1.62,96.83,170.60,
0.68,97.77,171.93,
-0.13,98.54,173.05,
-0.98,99.26,174.16,
-1.96,100.17,175.50,
-2.92,101.11,176.84,
-3.81,102.11,178.18,
-4.75,103.07,179.52,
-5.43,103.93,180.63,
-6.12,105.07,181.96,
-6.86,106.18,183.29,
-7.45,107.12,184.40,
-8.10,108.27,185.72,
-8.87,109.34,187.04,
-9.62,110.14,188.14,
-10.42,110.89,189.23,
-11.34,111.85,190.56,
-12.12,112.63,191.67,
-13.17,113.43,192.99,
-14.34,114.04,194.30,
-15.30,114.57,195.40,
-16.47,115.18,196.72,
-17.49,115.55,197.81,
-18.78,115.71,199.10,
-20.06,115.63,200.39,
-21.37,115.64,201.70,
-22.44,115.80,202.78,
-23.67,116.20,204.08,
-24.92,116.60,205.38,
-25.91,117.05,206.47,
-27.07,117.67,207.79,
-28.08,118.11,208.89,
-29.50,118.72,210.44,
-30.77,119.07,211.75,
-31.85,119.28,212.85,
-33.14,119.53,214.17,
-34.45,119.67,215.49,
-35.54,119.87,216.59,
-36.85,120.13,217.92,
-38.13,120.50,219.25,
-39.20,120.76,220.37,
-40.52,121.00,221.70,
-41.83,121.22,223.03,
-42.93,121.26,224.14,
-44.00,121.08,225.22,
-45.24,120.65,226.53,
-46.50,120.25,227.85,
-47.76,119.82,229.18,
